image	label	label_name	ground_truth_bb	best_prediction_bb	IoU
image0005.jpg	0	car	[691, 190, 735, 320]	[646, 168, 747, 310]	0.3571911784602895
image0006.jpg	0	car	[780, 245, 1263, 732]	[734, 240, 1279, 732]	0.8772320429626315
image0006.jpg	0	car	[685, 315, 778, 549]	[734, 240, 1279, 732]	0.036823244136391924
image0006.jpg	0	car	[326, 343, 408, 412]		0.0
image0006.jpg	0	car	[5, 324, 231, 479]	[0, 319, 251, 474]	0.8467590857999251
image0007.jpg	0	car	[197, 535, 556, 797]	[222, 538, 552, 674]	0.4771523953305407
image0007.jpg	0	car	[667, 520, 898, 701]	[673, 524, 906, 632]	0.5694200351493849
image0007.jpg	0	car	[909, 310, 1275, 1153]	[904, 299, 1278, 1107]	0.9143460762064771
image0007.jpg	0	car	[67, 539, 240, 676]	[222, 538, 552, 674]	0.036734138561775334
image0008.jpg	0	car	[86, 331, 200, 428]	[88, 335, 208, 427]	0.8736645752077328
image0008.jpg	0	car	[289, 478, 435, 628]	[282, 486, 456, 628]	0.8012057505023961
image0008.jpg	0	car	[944, 416, 1076, 538]	[954, 418, 1079, 522]	0.7729044834307992
image0008.jpg	0	car	[25, 421, 188, 604]	[37, 475, 168, 609]	0.5543563836766828
image0008.jpg	0	car	[1073, 497, 1279, 841]	[1062, 496, 1280, 843]	0.9367844962060122
image0008.jpg	0	car	[598, 434, 737, 567]	[594, 436, 743, 570]	0.8994763880655997
image0008.jpg	0	car	[808, 360, 933, 456]	[686, 452, 887, 637]	0.006466266958603614
image0008.jpg	0	car	[309, 258, 584, 368]		0.0
image0008.jpg	0	car	[694, 343, 790, 421]	[566, 371, 696, 517]	0.00379247572815534
image0008.jpg	0	car	[867, 549, 973, 740]	[848, 541, 996, 744]	0.6738783118093463
image0008.jpg	0	car	[939, 515, 1146, 804]	[922, 507, 1158, 809]	0.8393618812436862
image0008.jpg	0	car	[815, 536, 901, 720]	[812, 534, 959, 715]	0.5693679032437031
image0008.jpg	0	car	[738, 499, 838, 678]	[732, 485, 956, 684]	0.4015613783201723
image0008.jpg	0	car	[714, 496, 769, 645]	[686, 452, 887, 637]	0.20611295681063124
image0008.jpg	0	car	[686, 463, 740, 584]	[594, 436, 743, 570]	0.2788340893736126
image0008.jpg	0	car	[567, 402, 670, 506]	[566, 371, 696, 517]	0.5643835616438356
image0008.jpg	0	car	[650, 309, 739, 380]	[566, 371, 696, 517]	0.016636528028933093
image0008.jpg	0	car	[5, 506, 91, 666]	[0, 484, 102, 673]	0.7137669882767922
image0008.jpg	0	car	[63, 480, 160, 624]	[37, 475, 168, 609]	0.658267136619496
image0008.jpg	0	car	[102, 203, 180, 295]		0.0
image0008.jpg	0	car	[92, 150, 170, 217]		0.0
image0008.jpg	0	car	[106, 91, 169, 165]		0.0
image0008.jpg	0	car	[141, 17, 203, 73]		0.0
image0008.jpg	0	car	[453, 89, 505, 134]		0.0
image0008.jpg	0	car	[506, 122, 568, 200]		0.0
image0008.jpg	0	car	[460, 173, 555, 243]		0.0
image0008.jpg	0	car	[642, 224, 728, 288]		0.0
image0008.jpg	0	car	[476, 39, 577, 96]		0.0
image0009.jpg	0	car	[445, 318, 767, 550]	[446, 319, 774, 558]	0.9392741782253468
image0009.jpg	0	car	[785, 336, 1063, 496]		0.0
image0009.jpg	0	car	[105, 318, 154, 400]	[143, 283, 437, 483]	0.014568124555849861
image0010.jpg	0	car	[797, 303, 1042, 453]	[795, 309, 1042, 452]	0.9459714872016416
image0010.jpg	0	car	[1138, 150, 1275, 663]		0.0
image0010.jpg	0	car	[624, 231, 710, 267]	[625, 231, 713, 266]	0.929397063417682
image0011.jpg	0	car	[635, 641, 760, 719]	[631, 642, 756, 719]	0.9263273016504275
image0011.jpg	0	car	[171, 618, 293, 719]	[160, 609, 305, 718]	0.7659948515100145
image0011.jpg	0	car	[767, 543, 832, 597]	[766, 542, 834, 597]	0.9385026737967914
image0011.jpg	0	car	[716, 604, 795, 668]	[716, 603, 796, 664]	0.9122401847575058
image0011.jpg	0	car	[1015, 606, 1102, 668]	[1011, 605, 1103, 667]	0.916422034190986
image0011.jpg	0	car	[395, 625, 500, 712]	[391, 620, 505, 714]	0.8524636058230683
image0011.jpg	0	car	[266, 600, 335, 656]	[263, 598, 342, 666]	0.7192851824274014
image0011.jpg	0	car	[598, 593, 700, 671]	[598, 594, 705, 677]	0.874318156517867
image0011.jpg	0	car	[658, 543, 741, 591]	[651, 542, 744, 599]	0.7515563101301641
image0011.jpg	0	car	[718, 455, 773, 493]	[723, 456, 770, 495]	0.7962454212454212
image0011.jpg	0	car	[1111, 456, 1158, 488]	[1110, 455, 1153, 482]	0.6942148760330579
image0011.jpg	0	car	[893, 412, 936, 450]		0.0
image0011.jpg	0	car	[674, 425, 709, 450]		0.0
image0011.jpg	0	car	[584, 472, 637, 497]	[610, 496, 667, 547]	0.0064209274673008325
image0011.jpg	0	car	[611, 498, 667, 531]	[610, 496, 667, 547]	0.6357069143446853
image0011.jpg	0	car	[594, 486, 609, 519]		0.0
image0011.jpg	0	car	[621, 533, 657, 571]	[610, 496, 667, 547]	0.13365155131264916
image0011.jpg	0	car	[544, 558, 606, 604]	[542, 554, 613, 606]	0.7724810400866738
image0011.jpg	0	car	[507, 533, 562, 576]	[508, 531, 570, 580]	0.75365141187926
image0011.jpg	0	car	[529, 502, 578, 535]	[524, 501, 579, 549]	0.6125
image0011.jpg	0	car	[500, 494, 528, 522]	[524, 501, 579, 549]	0.025149700598802394
image0011.jpg	0	car	[425, 581, 494, 629]	[424, 581, 506, 647]	0.6119733924611973
image0011.jpg	0	car	[407, 561, 467, 581]	[408, 559, 475, 601]	0.4163726182074806
image0011.jpg	0	car	[289, 576, 340, 608]	[277, 575, 349, 627]	0.4358974358974359
image0011.jpg	0	car	[965, 410, 1001, 437]		0.0
image0011.jpg	0	car	[1249, 489, 1275, 525]	[1206, 467, 1250, 508]	0.006982726938625505
image0011.jpg	0	car	[1207, 470, 1247, 486]	[1206, 467, 1250, 508]	0.35476718403547675
image0011.jpg	0	car	[1204, 490, 1246, 520]	[1206, 467, 1250, 508]	0.30716723549488056
image0011.jpg	0	car	[410, 524, 464, 560]	[409, 514, 467, 569]	0.6094043887147336
image0011.jpg	0	car	[376, 499, 426, 532]	[378, 499, 428, 536]	0.826722338204593
image0011.jpg	0	car	[424, 490, 468, 523]	[420, 485, 470, 522]	0.7434002111932418
image0011.jpg	0	car	[339, 471, 386, 506]	[339, 464, 388, 508]	0.762987012987013
image0011.jpg	0	car	[415, 457, 460, 489]	[420, 485, 470, 522]	0.051118210862619806
image0011.jpg	0	car	[479, 438, 520, 466]		0.0
image0011.jpg	0	car	[487, 416, 522, 436]		0.0
image0011.jpg	0	car	[433, 427, 472, 456]		0.0
image0011.jpg	0	car	[541, 413, 577, 435]		0.0
image0012.jpg	1	bus	[165, 58, 379, 380]	[132, 56, 402, 395]	0.7528460614006337
image0012.jpg	0	car	[848, 385, 1087, 620]	[838, 378, 1093, 625]	0.8917202508533778
image0012.jpg	0	car	[856, 278, 1060, 423]	[856, 272, 1071, 420]	0.8931919092254563
image0012.jpg	0	car	[711, 110, 840, 237]	[714, 107, 838, 237]	0.9398985377499254
image0012.jpg	0	car	[504, 371, 711, 564]	[503, 368, 715, 565]	0.9565894071449095
image0012.jpg	0	car	[169, 420, 380, 603]	[163, 418, 380, 610]	0.9267713133640553
image0012.jpg	0	car	[326, 5, 424, 57]	[311, 0, 429, 70]	0.6169491525423729
image0012.jpg	0	car	[382, 129, 407, 236]		0.0
image0013.jpg	0	car	[363, 674, 489, 763]	[360, 670, 485, 767]	0.8699623427609967
image0013.jpg	0	car	[1175, 526, 1245, 584]	[1175, 524, 1243, 584]	0.9399428026692088
image0013.jpg	0	car	[1123, 490, 1181, 541]	[1121, 489, 1180, 542]	0.9147262429200755
image0013.jpg	0	car	[1175, 502, 1247, 554]	[1182, 485, 1244, 537]	0.45227177990829515
image0013.jpg	0	car	[494, 523, 566, 577]	[492, 524, 564, 576]	0.9118236472945892
image0013.jpg	0	car	[391, 557, 473, 620]	[392, 558, 478, 623]	0.8758283920474363
image0013.jpg	0	car	[1095, 474, 1128, 524]	[1092, 473, 1140, 519]	0.6257901390644753
image0013.jpg	0	car	[1054, 451, 1092, 485]	[1051, 454, 1091, 487]	0.7829351535836178
image0013.jpg	0	car	[1161, 459, 1186, 491]	[1121, 489, 1180, 542]	0.00977114939573155
image0013.jpg	0	car	[1107, 446, 1141, 472]	[1108, 444, 1144, 474]	0.7757685352622061
image0013.jpg	0	car	[1128, 464, 1149, 482]	[1108, 444, 1144, 474]	0.12326656394453005
image0013.jpg	0	car	[1201, 453, 1233, 481]		0.0
image0013.jpg	0	car	[1189, 485, 1245, 526]	[1182, 485, 1244, 537]	0.6906584992343032
image0013.jpg	0	car	[1002, 399, 1041, 418]		0.0
image0013.jpg	0	car	[1013, 408, 1037, 432]		0.0
image0013.jpg	0	car	[1038, 443, 1061, 475]	[1037, 441, 1080, 474]	0.4944521497919556
image0013.jpg	0	car	[724, 398, 751, 422]		0.0
image0013.jpg	0	car	[1241, 502, 1271, 554]	[1242, 502, 1279, 552]	0.7397959183673469
image0014.jpg	0	car	[215, 168, 320, 241]	[218, 168, 321, 242]	0.9496237724780002
image0015.jpg	0	car	[204, 191, 597, 453]	[204, 190, 597, 450]	0.9847908745247148
image0015.jpg	0	car	[561, 276, 915, 574]	[563, 281, 933, 568]	0.9129389650996765
image0015.jpg	0	car	[1082, 273, 1273, 449]	[1092, 269, 1279, 439]	0.8497171945701357
image0015.jpg	0	car	[891, 198, 1105, 400]	[563, 281, 933, 568]	0.03460739509763191
image0016.jpg	0	car	[693, 318, 981, 490]	[697, 316, 976, 488]	0.9468199784405318
image0017.jpg	0	car	[23, 417, 479, 667]	[38, 418, 481, 663]	0.9437068739627915
image0018.jpg	0	car	[333, 289, 411, 348]	[334, 290, 417, 349]	0.8873435326842837
image0018.jpg	0	car	[62, 313, 176, 396]	[59, 311, 178, 397]	0.9245651749071722
image0018.jpg	0	car	[788, 301, 878, 386]		0.0
image0018.jpg	0	car	[719, 292, 795, 362]		0.0
image0018.jpg	0	car	[410, 319, 561, 454]	[334, 290, 417, 349]	0.00837587747287811
image0018.jpg	0	car	[547, 321, 625, 434]	[612, 329, 669, 405]	0.08126336568514558
image0018.jpg	0	car	[617, 332, 666, 406]	[612, 329, 669, 405]	0.8164802556493951
image0018.jpg	0	car	[404, 289, 466, 329]	[334, 290, 417, 349]	0.07379912663755459
image0019.jpg	0	car	[953, 229, 1148, 376]	[961, 227, 1146, 380]	0.9133501259445844
image0019.jpg	0	car	[923, 241, 976, 306]	[905, 224, 995, 311]	0.4399744572158365
image0019.jpg	0	car	[662, 251, 753, 318]	[669, 249, 755, 314]	0.8275215011727912
image0020.jpg	0	car	[408, 442, 505, 512]	[403, 439, 504, 506]	0.8288142452448402
image0020.jpg	0	car	[540, 447, 570, 471]		0.0
image0021.jpg	0	car	[617, 361, 1242, 658]	[623, 350, 1231, 661]	0.9301472671360946
image0021.jpg	0	car	[113, 402, 467, 572]	[63, 399, 467, 575]	0.8463658865886589
image0022.jpg	0	car	[633, 329, 1021, 585]	[629, 320, 1003, 584]	0.90971324989876
image0022.jpg	0	car	[305, 342, 384, 413]		0.0
image0023.jpg	0	car	[0, 1165, 260, 1347]	[0, 1168, 247, 1346]	0.9291208791208792
image0023.jpg	0	car	[784, 1134, 957, 1285]	[790, 1139, 963, 1268]	0.8009443432353051
image0023.jpg	0	car	[1384, 1157, 1486, 1225]	[1384, 1158, 1493, 1227]	0.8964974419519874
image0023.jpg	0	car	[2193, 1080, 2429, 1531]	[2189, 1075, 2428, 1530]	0.9663623653260959
image0023.jpg	0	car	[2133, 1198, 2244, 1321]	[2136, 1207, 2237, 1334]	0.769343846051049
image0023.jpg	0	car	[1529, 1141, 1804, 1376]	[1766, 1111, 1849, 1171]	0.016650843496677135
image0023.jpg	0	car	[699, 1116, 793, 1191]	[689, 1113, 804, 1213]	0.6130434782608696
image0023.jpg	0	car	[778, 1148, 820, 1209]	[689, 1113, 804, 1213]	0.127124078230202
image0023.jpg	0	car	[1092, 1052, 1149, 1100]		0.0
image0023.jpg	0	car	[1153, 1029, 1202, 1067]		0.0
image0023.jpg	0	car	[1194, 1003, 1252, 1045]		0.0
image0023.jpg	0	car	[1249, 1028, 1303, 1080]		0.0
image0023.jpg	0	car	[1299, 1004, 1350, 1048]		0.0
image0023.jpg	0	car	[1378, 1010, 1435, 1058]		0.0
image0023.jpg	0	car	[1280, 965, 1334, 1006]		0.0
image0023.jpg	0	car	[1412, 954, 1448, 989]		0.0
image0023.jpg	0	car	[1369, 955, 1398, 980]		0.0
image0023.jpg	0	car	[1341, 963, 1368, 986]		0.0
image0023.jpg	0	car	[1472, 968, 1502, 992]		0.0
image0023.jpg	0	car	[1447, 957, 1478, 981]		0.0
image0023.jpg	0	car	[1565, 985, 1600, 1011]		0.0
image0023.jpg	0	car	[1455, 1110, 1535, 1157]		0.0
image0023.jpg	0	car	[1714, 1054, 1767, 1090]		0.0
image0023.jpg	0	car	[1755, 1086, 1815, 1115]	[1766, 1111, 1849, 1171]	0.030042918454935622
image0023.jpg	0	car	[1705, 1103, 1763, 1142]		0.0
image0023.jpg	0	car	[1769, 1113, 1849, 1189]	[1766, 1111, 1849, 1171]	0.7227414330218068
image0023.jpg	0	car	[1621, 999, 1665, 1035]		0.0
image0023.jpg	0	car	[1729, 1020, 1791, 1077]		0.0
image0024.jpg	0	car	[484, 115, 578, 188]	[479, 116, 580, 189]	0.9063881076737645
image0024.jpg	0	car	[90, 93, 167, 144]	[88, 94, 167, 146]	0.9199522102747909
image0024.jpg	0	car	[154, 131, 349, 269]	[155, 129, 349, 268]	0.9736244413510148
image0024.jpg	0	car	[348, 71, 392, 123]		0.0
image0024.jpg	0	car	[398, 52, 419, 71]	[400, 57, 419, 73]	0.6086956521739131
image0024.jpg	0	car	[494, 52, 515, 69]	[494, 53, 514, 69]	0.896358543417367
image0025.jpg	0	car	[922, 403, 1092, 561]	[916, 399, 1099, 574]	0.83871975019516
image0026.jpg	0	car	[686, 258, 946, 468]	[688, 280, 964, 468]	0.8365066225165563
image0026.jpg	0	car	[1005, 307, 1279, 710]	[1001, 299, 1277, 714]	0.9503233748894631
image0026.jpg	0	car	[403, 243, 514, 338]	[402, 243, 520, 339]	0.9308792372881356
image0026.jpg	0	car	[659, 259, 726, 337]	[651, 279, 710, 348]	0.46663511594888785
image0026.jpg	0	car	[861, 291, 1174, 552]	[863, 290, 1176, 539]	0.9348621851591477
image0026.jpg	0	car	[569, 225, 668, 294]	[573, 222, 660, 300]	0.7884160756501182
image0026.jpg	0	car	[460, 225, 519, 256]	[402, 243, 520, 339]	0.06190476190476191
image0026.jpg	0	car	[278, 223, 378, 298]		0.0
image0026.jpg	0	car	[16, 243, 155, 430]	[2, 239, 161, 413]	0.7869059908754871
image0026.jpg	0	car	[121, 263, 220, 401]	[98, 254, 235, 392]	0.6450977420821337
image0026.jpg	0	car	[191, 267, 261, 388]	[209, 259, 262, 345]	0.45207311636201514
image0027.jpg	0	car	[401, 271, 696, 434]	[404, 269, 699, 431]	0.9504628216865019
image0027.jpg	0	car	[840, 244, 1100, 398]	[844, 248, 1088, 398]	0.9140859140859141
image0027.jpg	0	car	[638, 254, 808, 381]	[641, 250, 818, 382]	0.8931985681196041
image0027.jpg	0	car	[91, 367, 1279, 712]	[292, 364, 1279, 711]	0.8224581598319853
image0027.jpg	0	car	[368, 237, 652, 326]	[375, 236, 664, 329]	0.8964727272727273
image0028.jpg	0	car	[437, 608, 540, 711]	[437, 615, 538, 707]	0.8758601187670846
image0029.jpg	0	car	[574, 613, 650, 682]	[575, 632, 653, 678]	0.6410256410256411
image0030.jpg	0	car	[0, 548, 223, 783]	[0, 554, 223, 780]	0.9617021276595744
image0030.jpg	0	car	[598, 612, 675, 674]	[597, 607, 680, 674]	0.8584786908829347
image0030.jpg	0	car	[905, 580, 1129, 774]	[908, 570, 1129, 772]	0.929181447904349
image0030.jpg	0	car	[687, 607, 772, 685]	[682, 607, 774, 685]	0.9239130434782609
image0030.jpg	1	bus	[424, 520, 559, 674]	[425, 517, 557, 682]	0.913946587537092
image0030.jpg	0	car	[311, 607, 363, 651]	[308, 609, 363, 651]	0.9047224523612262
image0030.jpg	0	car	[240, 600, 291, 643]	[244, 608, 289, 644]	0.7037533512064343
image0030.jpg	0	car	[366, 619, 399, 648]	[358, 618, 397, 656]	0.5837662337662337
image0030.jpg	0	car	[404, 629, 426, 663]	[406, 618, 433, 663]	0.5300077942322681
image0030.jpg	0	car	[553, 603, 605, 664]	[552, 602, 607, 663]	0.9157616671558556
image0030.jpg	0	car	[784, 593, 909, 708]	[777, 590, 912, 715]	0.8518518518518519
image0031.jpg	0	car	[722, 152, 1256, 535]	[723, 154, 1248, 506]	0.9035702760583214
image0031.jpg	0	car	[409, 205, 516, 274]	[411, 203, 517, 286]	0.8107654431512982
image0031.jpg	0	car	[206, 176, 350, 305]	[205, 179, 343, 302]	0.9011711856248997
image0032.jpg	0	car	[1088, 429, 1271, 605]	[1090, 400, 1269, 597]	0.8040856707398594
image0032.jpg	0	car	[801, 384, 1098, 706]	[809, 380, 1098, 703]	0.952484760822399
image0032.jpg	0	car	[691, 409, 790, 602]		0.0
image0033.jpg	0	car	[533, 336, 755, 503]	[534, 335, 758, 502]	0.9706318128902529
image0034.jpg	0	car	[865, 504, 1126, 697]	[862, 509, 1128, 692]	0.9312704726251755
image0034.jpg	0	car	[571, 547, 637, 610]	[572, 549, 637, 609]	0.937950937950938
image0034.jpg	0	car	[416, 543, 598, 683]	[419, 540, 597, 683]	0.9579457215345584
image0034.jpg	0	car	[344, 548, 433, 630]	[345, 546, 435, 629]	0.9329842931937172
image0035.jpg	0	car	[148, 141, 365, 268]	[147, 143, 363, 265]	0.9475813735052925
image0035.jpg	0	car	[1, 129, 85, 206]	[4, 130, 85, 209]	0.9172999552972732
image0035.jpg	0	car	[151, 141, 188, 178]	[151, 142, 191, 177]	0.878561736770692
image0035.jpg	0	car	[72, 138, 95, 184]	[4, 130, 85, 209]	0.08718472080478204
image0035.jpg	0	car	[114, 132, 146, 168]	[113, 136, 146, 161]	0.6796941376380629
image0036.jpg	0	car	[855, 437, 926, 488]	[857, 438, 926, 488]	0.9527754763877382
image0037.jpg	0	car	[971, 403, 1124, 516]		0.0
image0037.jpg	0	car	[798, 437, 893, 512]	[798, 438, 895, 521]	0.8630002455192732
image0037.jpg	0	car	[910, 434, 964, 475]	[912, 438, 963, 476]	0.833112582781457
image0037.jpg	0	car	[260, 379, 522, 583]	[256, 375, 526, 533]	0.7236011477761837
image0038.jpg	0	car	[426, 341, 634, 495]	[424, 340, 637, 467]	0.7972015209125475
image0038.jpg	0	car	[935, 318, 1042, 408]	[934, 321, 1044, 415]	0.8731826282712691
image0038.jpg	0	car	[1152, 339, 1256, 410]	[1158, 338, 1262, 393]	0.6774193548387096
image0038.jpg	0	car	[524, 291, 577, 329]		0.0
image0038.jpg	0	car	[0, 351, 56, 426]	[0, 351, 43, 427]	0.7600754183360829
image0039.jpg	0	car	[621, 445, 812, 571]	[623, 445, 810, 570]	0.9712872932768221
image0039.jpg	0	car	[794, 454, 926, 543]	[798, 453, 932, 541]	0.8977749113189294
image0039.jpg	0	car	[1016, 456, 1180, 539]	[1015, 456, 1178, 544]	0.926671261199173
image0039.jpg	0	car	[491, 423, 581, 511]	[487, 429, 581, 510]	0.8842794759825328
image0039.jpg	0	car	[399, 432, 506, 515]	[400, 432, 509, 515]	0.9636363636363636
image0039.jpg	0	car	[352, 426, 428, 499]	[400, 432, 509, 515]	0.14749587231700606
image0039.jpg	0	car	[242, 410, 360, 503]		0.0
image0040.jpg	0	car	[206, 100, 599, 407]	[216, 97, 596, 388]	0.898588565657561
image0040.jpg	0	car	[586, 266, 657, 363]	[581, 270, 648, 334]	0.5505758290550853
image0040.jpg	0	car	[878, 252, 1015, 353]	[887, 258, 1018, 343]	0.77206925915413
image0040.jpg	0	car	[1077, 283, 1121, 344]		0.0
image0041.jpg	0	car	[152, 139, 420, 373]	[167, 136, 422, 381]	0.8972039099795408
image0041.jpg	0	car	[26, 172, 235, 441]	[51, 170, 229, 432]	0.8180002474503774
image0041.jpg	0	car	[800, 183, 975, 316]	[723, 178, 1045, 368]	0.3804347826086957
image0041.jpg	1	bus	[180, 16, 562, 337]	[179, 15, 605, 344]	0.8749090286399247
image0041.jpg	1	bus	[555, 29, 610, 326]	[179, 15, 605, 344]	0.10484400482917841
image0041.jpg	1	bus	[605, 69, 679, 302]		0.0
image0042.jpg	0	car	[720, 608, 861, 704]	[720, 607, 861, 705]	0.9795918367346939
image0042.jpg	0	car	[392, 591, 591, 722]	[386, 601, 592, 713]	0.8300003723978698
image0042.jpg	0	car	[858, 569, 928, 632]	[859, 576, 929, 635]	0.8263473053892215
image0042.jpg	0	car	[701, 564, 751, 598]	[704, 559, 757, 595]	0.6773593677359367
image0042.jpg	1	bus	[519, 508, 580, 550]		0.0
image0042.jpg	0	car	[377, 535, 445, 566]	[379, 539, 441, 568]	0.75
image0043.jpg	0	car	[85, 335, 499, 485]	[106, 334, 505, 487]	0.9182672087480723
image0043.jpg	0	car	[344, 315, 466, 400]	[343, 329, 471, 394]	0.7369888475836431
image0044.jpg	0	car	[1072, 732, 1229, 861]	[1072, 734, 1230, 863]	0.9634228836490143
image0044.jpg	1	bus	[2, 7, 811, 1282]		0.0
image0045.jpg	0	car	[1270, 709, 1364, 778]	[1262, 707, 1365, 777]	0.8751369112814896
image0045.jpg	0	car	[1561, 665, 1798, 772]		0.0
image0045.jpg	0	car	[1739, 659, 1850, 748]		0.0
image0046.jpg	0	car	[632, 461, 1149, 680]	[640, 463, 1130, 684]	0.9231396994348124
image0046.jpg	0	car	[446, 354, 603, 432]	[448, 352, 639, 431]	0.775
image0046.jpg	0	car	[504, 403, 682, 514]	[503, 404, 687, 497]	0.8148257531010041
image0046.jpg	0	car	[584, 308, 731, 377]	[581, 312, 738, 369]	0.7821338560627276
image0046.jpg	0	car	[261, 321, 384, 402]	[263, 324, 374, 397]	0.8133092442035531
image0047.jpg	0	car	[312, 237, 403, 309]	[313, 238, 403, 309]	0.9752747252747253
image0047.jpg	0	car	[190, 285, 289, 358]	[192, 285, 290, 355]	0.930519391530766
image0047.jpg	0	car	[214, 168, 283, 223]	[212, 166, 283, 225]	0.9059441394127477
image0047.jpg	0	car	[96, 182, 159, 223]	[92, 181, 162, 230]	0.753061224489796
image0047.jpg	0	car	[0, 210, 63, 259]	[0, 210, 66, 263]	0.8825042881646655
image0047.jpg	0	car	[424, 230, 513, 300]	[424, 230, 513, 298]	0.9714285714285714
image0047.jpg	0	car	[523, 87, 565, 118]	[523, 88, 564, 118]	0.9447004608294931
image0047.jpg	0	car	[296, 155, 355, 199]	[296, 156, 356, 201]	0.9195360637912287
image0047.jpg	0	car	[357, 67, 393, 95]	[356, 67, 394, 95]	0.9473684210526315
image0047.jpg	0	car	[156, 108, 204, 142]	[155, 105, 205, 149]	0.7418181818181818
image0047.jpg	0	car	[442, 81, 481, 111]	[443, 81, 484, 111]	0.9047619047619048
image0047.jpg	0	car	[77, 324, 202, 386]	[78, 325, 204, 386]	0.9608739837398373
image0047.jpg	0	car	[420, 65, 452, 91]	[420, 65, 454, 91]	0.9411764705882353
image0047.jpg	0	car	[66, 144, 122, 182]	[63, 146, 126, 188]	0.7309644670050761
image0047.jpg	0	car	[546, 71, 579, 98]	[544, 71, 580, 98]	0.9166666666666666
image0047.jpg	0	car	[0, 65, 17, 92]	[0, 65, 18, 92]	0.9444444444444444
image0047.jpg	0	car	[337, 44, 367, 67]	[338, 45, 368, 67]	0.8960674157303371
image0047.jpg	0	car	[51, 63, 98, 123]		0.0
image0047.jpg	0	car	[108, 30, 129, 51]		0.0
image0047.jpg	0	car	[130, 26, 150, 40]		0.0
image0047.jpg	0	car	[156, 35, 181, 46]		0.0
image0047.jpg	0	car	[177, 24, 200, 39]		0.0
image0047.jpg	0	car	[216, 92, 263, 134]	[217, 95, 264, 128]	0.7563527653213752
image0047.jpg	0	car	[357, 15, 376, 33]		0.0
image0047.jpg	0	car	[214, 0, 242, 26]		0.0
image0047.jpg	0	car	[206, 21, 239, 51]		0.0
image0047.jpg	0	car	[195, 40, 237, 83]		0.0
image0048.jpg	0	car	[959, 480, 1150, 614]	[959, 479, 1151, 580]	0.7378505756007108
image0049.jpg	0	car	[485, 436, 792, 676]	[475, 443, 799, 677]	0.9174757904187777
image0049.jpg	0	car	[887, 411, 1124, 634]	[883, 439, 1121, 634]	0.8508138949488169
image0049.jpg	0	car	[285, 352, 468, 566]	[167, 274, 309, 368]	0.007366765145992403
